Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;build;cam2features;displayprotection;displayother;sar-us;gprstext;edge;bodyother;batstandby1;battalktime1;featuresother;optionalother;batmusicplayback1;sar-eu;batlife
https://www.gsmarena.com/alcatel_ot_s218-2278.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-s218.jpg;alcatel OT-S218;Released 2008, July;70g, 13.8mm thickness;Feature phone;2MB storage, no card slot;9;N/A;90,843 hits;"1.8""";128x160 pixels; ;;670 mAh Li-Ion;GSM 900 / 1800;;;;2008, February. Released 2008, July;Discontinued;98 x 43.6 x 13.8 mm (3.86 x 1.72 x 0.54 in);70 g (2.47 oz);Mini-SIM;STN, 65K colors;1.8 inches, 10.2 cm(~23.9% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;No;2MB;300 SMS capacity;No;;;;;No;2.0;No;;Stereo FM radio, RDS;Proprietary;;Removable Li-Ion 670 mAh battery;Silver, Silver/Blue, Silver/Pink;;;;;;Embedded images and animations;;Class 10;No;;Up to 400 h;Up to 7 h;Predictive text inputOrganizer;;;1.00 W/kg (head);
https://www.gsmarena.com/alcatel_ot_s215a-3132.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-s215a.jpg;alcatel OT-S215A;Released 2008;70g, 13.8mm thickness;Feature phone;2MB storage, no card slot;7;N/A;67,133 hits;"1.8""";128x160 pixels; ;;670 mAh Li-Ion;GSM 850 / 1900;;;;2008. Released 2008;Discontinued;98 x 43.6 x 13.8 mm (3.86 x 1.72 x 0.54 in);70 g (2.47 oz);Mini-SIM;CSTN, 65K colors;1.8 inches, 10.2 cm(~23.9% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;No;2MB;;No;;;;;No;No;No;;Stereo FM radio;No;;Removable Li-Ion 670 mAh battery;Black;;;;;;;;Class 10;No;;Up to 400 h;Up to 7 h;MP3/MP4 playerOrganizerVoice memoPredictive text input;;;1.10 W/kg (head);
https://www.gsmarena.com/alcatel_ot_s211-3133.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-s211.jpg;alcatel OT-S211;Released 2008;60g, 12.5mm thickness;Feature phone;No card slot;10;N/A;75,252 hits;"1.5""";128x128 pixels; ;;670 mAh Li-Ion;GSM 900 / 1800;;;;2008. Released 2008;Discontinued;98 x 44 x 12.5 mm (3.86 x 1.73 x 0.49 in);60 g (2.12 oz);Mini-SIM;CSTN, 65K colors;1.5 inches, 7.3 cm(~16.8% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~121 ppi density);;;;;No;;;No;;;;;No;No;No;;Stereo FM radio;miniUSB;;Removable Li-Ion 670 mAh battery;Black, White, White & Green and White & Fuchsia;;;;;;;1.27 W/kg (head)     0.97 W/kg (body);No;No;;Up to 290 h;Up to 6 h;OrganizerPredictive text input;;;1.10 W/kg (head);
https://www.gsmarena.com/alcatel_ot_s210-2277.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-s210.jpg;alcatel OT-S210;Released 2008, April;70g, 12.3mm thickness;Feature phone;No card slot;9;N/A;113,507 hits;"1.5""";128x128 pixels; ;;670 mAh Li-Ion;GSM 900 / 1800;;;;2008, February. Released 2008, April;Discontinued;98 x 44 x 12.3 mm (3.86 x 1.73 x 0.48 in);70 g (2.47 oz);Mini-SIM;STN, 65K colors;1.5 inches, 7.3 cm(~16.8% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~121 ppi density);;;;;No;;250 SMS capacity;No;;;;;No;No;No;;No;Proprietary;;Removable Li-Ion 670 mAh battery;Black, Black&Purple, Black&Green;;;;;;Embedded images and animations;1.27 W/kg (head)     0.97 W/kg (body);No;No;;Up to 250 h;Up to 5 h;Predictive text inputOrganizer;;;1.10 W/kg (head);
https://www.gsmarena.com/alcatel_ot_s120-2276.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-s120.jpg;alcatel OT-S120;Released 2008, April;12.3mm thickness;Feature phone;No card slot;10;N/A;93,624 hits;"1.3""";96x64 pixels; ;;670 mAh Li-Ion;GSM 900 / 1800;;;;2008, February. Released 2008, April;Discontinued;98 x 44 x 12.3 mm (3.86 x 1.73 x 0.48 in);;Mini-SIM;STN, monochrome graphics;1.3 inches, 5.0 cm(~11.7% screen-to-body ratio);96 x 64 pixels, 3:2 ratio (~89 ppi density);;;;;No;;250 SMS capacity;No;;;;;No;No;No;;No;Proprietary;;Removable Li-Ion 670 mAh battery;Black, Black&White;;;;;;;1.26 W/kg (head)     0.74 W/kg (body);No;No;;Up to 250 h;Up to 5 h;Predictive text inputOrganizer;;;1.10 W/kg (head);
https://www.gsmarena.com/alcatel_ot_s107-2275.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-s107.jpg;alcatel OT-S107;Released 2008, February;69g, 18.5mm thickness;Feature phone;No card slot;7;N/A;86,560 hits;"1.3""";96x64 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800;;;;2008, February;Discontinued;98 x 42.5 x 18.5 mm (3.86 x 1.67 x 0.73 in);69 g (2.43 oz);Mini-SIM;STN, monochrome graphics;1.3 inches, 5.0 cm(~12.1% screen-to-body ratio);96 x 64 pixels, 3:2 ratio (~89 ppi density);;;;;No;;250 SMS capacity;No;;;;;No;No;No;;No;No;;Removable Li-Ion 720 mAh battery;Black, Red;;;;;;;;No;No;;Up to 250 h;Up to 5 h;Predictive text inputOrganizer;;;1.06 W/kg (head);
https://www.gsmarena.com/alcatel_elle_no_3-1890.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-elle3.gif;alcatel ELLE No 3;Released 2007, February;99g, 16.7mm thickness;Feature phone;12MB storage, microSD slot;9;N/A;183,143 hits;"1.9""";176x220 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2007, February;Discontinued;95 x 50 x 16.7 mm (3.74 x 1.97 x 0.66 in);99 g (3.49 oz);Mini-SIM;TFT, 256K colors;1.9 inches, 11.4 cm(~23.9% screen-to-body ratio);176 x 220 pixels (~148 ppi density);;;;;microSD (dedicated slot);12MB;;1.3 MP;;Yes;No;;No;2.0, A2DP;No;;No;2.0;;Removable Li-Ion 700 mAh battery;White, Pink, Yellow-green;;About 120 EUR;;;;;;Class 10;No;;Up to 300 h;Up to 6 h;MP3/AAC playerPredictive text inputOrganizerVoice memo;;Up to 20 h;0.44 W/kg (head);
https://www.gsmarena.com/alcatel_ot_c825-1910.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-c825.gif;alcatel OT-C825;Released 2007, February;99g, 18mm thickness;Feature phone;10MB storage, microSD slot;11;N/A;272,819 hits;;176x220 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2007, February;Discontinued;96 x 50 x 18 mm (3.78 x 1.97 x 0.71 in);99g (3.49 oz);Mini-SIM;TFT, 256K colors;;176 x 220 pixels;;;;;microSD (dedicated slot);10MB;;1.3 MP;;QCIF;No;;No;2.0, A2DP;No;;No;2.0;;Removable Li-Ion 700 mAh battery;Brown;;;;;;Embedded images and animations;;Class 10;No;;Up to 300 h;Up to 6 h;MP3/M4a/AAC/AAC+ player(optional)3GP/MP4 playerConference call up to 5 personsID3 Tag SupportFlight ModeKaraokePC Software SuiteOrganizerVoice memo;;;;
https://www.gsmarena.com/alcatel_ot_c717-1908.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-c717.gif;alcatel OT-C717;Released 2007, February;85g, 20.8mm thickness;Feature phone;10MB storage, microSD slot;10;N/A;157,480 hits;"1.8""";128x160 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800;;;;2007, February;Discontinued;91.7 x 45 x 20.8 mm (3.61 x 1.77 x 0.82 in);85 g (3.00 oz);Mini-SIM;TFT, 65K colors;1.8 inches, 10.2 cm(~24.7% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSD (dedicated slot);10MB;;1.3 MP;;Yes;No;;No;2.0, A2DP;No;;No;2.0;;Removable Li-Ion 720 mAh battery;Silver;;;;;;Embedded images and animations;1.60 W/kg (head)     1.05 W/kg (body);Class 10;No;;Up to 350 h;Up to 7 h;MP3/M4a/AAC/AAC+ player(optional)3GP/MP4 Video Recorder (Unlimited) & PlayerH263/MP4 Codec SupportedConference call up to 5 personsID3 Tag SupportFlight ModeKaraokeVoice memoPredictive text inputOrganizer;;Up to 10 h;1.00 W/kg (head);
https://www.gsmarena.com/alcatel_ot_c707-1907.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-c707.gif;alcatel OT-C707;Released 2007, February;83g, 22.5mm thickness;Feature phone;10MB storage, microSD slot;11;N/A;131,484 hits;"1.8""";128x160 pixels; ;;750 mAh Li-Ion;GSM 900 / 1800;;;;2007, February;Discontinued;89 x 45.7 x 22.5 mm (3.50 x 1.80 x 0.89 in);83g (2.93 oz);Mini-SIM;TFT, 65K colors;1.8 inches, 10.2 cm(~25.1% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSD (dedicated slot);10MB;;VGA;;QCIF;No;;No;;No;;No;2.0;;Removable Li-Ion 750 mAh battery;;;;;;;Embedded images and animations;;Class 10;No;;Up to 300 h;Up to 7 h;Conference call up to 5 personsPowerful Music Player: MP3, M4a, AAC, AAC+ (Optional)Synthesized Audio : MIDI, SP-MIDI, AMR3GP/MP4 Video Recorder (Unlimited) & PlayerH263/MP4 Codec SupportedID3 Tag SupportFlight ModeKaraokePC Software SuiteVoice memoPredictive text inputOrganizer;;Up to 10 h;1.00 W/kg (head);
https://www.gsmarena.com/alcatel_ot_c701-1902.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-c701.gif;alcatel OT-C701;Released 2007, February;83g, 22mm thickness;Feature phone;10MB storage, microSD slot;17;N/A;304,804 hits;"1.8""";128x160 pixels; ;;750 mAh Li-Ion;GSM 900 / 1800;;;;2007, February;Discontinued;89 x 45.7 x 22 mm (3.50 x 1.80 x 0.87 in);83g (2.93 oz);Mini-SIM;TFT, 65K colors;1.8 inches, 10.2 cm(~25.1% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSD (dedicated slot);10MB;;VGA;;QCIF;No;;No;2.0, A2DP;No;;No;2.0;;Removable Li-Ion 750 mAh battery;Soft Touch Black, Soft Touch Blue, Soft Touch Orange;;About 60 EUR;;;;Embedded images and animations;0.83 W/kg (head)     1.07 W/kg (body);Class 10;No;;Up to 300 h;Up to 7 h;Conference call up to 5 personsPowerful Music Player: MP3, M4a, AAC, AAC+ (Optional)Synthesized Audio : MIDI, SP-MIDI, AMR3GP/MP4 Video Recorder (Unlimited) & PlayerH263/MP4 Codec SupportedID3 Tag SupportFlight ModeKaraokePC Software SuiteVoice memoPredictive text inputOrganizer;;Up to 10 h;1.00 W/kg (head);
https://www.gsmarena.com/alcatel_ot_c700a-3126.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-c700a.jpg;alcatel OT-C700A;Released 2007;83g, 22mm thickness;Feature phone;2MB storage, microSD slot;13;N/A;67,309 hits;"1.8""";128x160 pixels; ;;750 mAh Li-Ion;GSM 850 / 1900;;;;2007. Released 2007;Discontinued;89 x 45.7 x 22 mm (3.50 x 1.80 x 0.87 in);83 g (2.93 oz);Mini-SIM;TFT, 65K colors;1.8 inches, 10.2 cm(~25.1% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSD (dedicated slot);2MB;;VGA;;Yes;No;;No;No;No;;No;2.0;;Removable Li-Ion 750 mAh battery;Flash Red, Night Black;;;;;;;0.75 W/kg (head)     1.21 W/kg (body);Class 10;No;;Up to 300 h;Up to 7 h;MP3/AAC+ playerMP4/H.264 playerOrganizerVoice memoPredictive text input;;Up to 10 h;;
https://www.gsmarena.com/alcatel_ot_c507-1901.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-c507.gif;alcatel OT-C507;Cancelled;75g, 14.5mm thickness;Feature phone;1MB storage, microSD slot;9;N/A;101,118 hits;"1.5""";128x128 pixels; ;;750 mAh Li-Ion;GSM 900 / 1800;;;;2007, February;Cancelled;100 x 45 x 14.5 mm (3.94 x 1.77 x 0.57 in);75g (2.65 oz);Mini-SIM;TFT, 65K colors;1.5 inches, 7.3 cm(~16.1% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~121 ppi density);;;;;microSD (dedicated slot);1MB;;VGA;;No;No;;No;2.0, A2DP;No;;No;1.1;;Removable Li-Ion 750 mAh battery;Black & Silver with Customizable Keypad;;;;;;Embedded images and animations;;Class 10;No;;Up to 300 h;Up to 5 h;Conference call up to 5 personsSynthesized Audio : MIDI, SP-MIDI, AMRID3 Tag SupportFlight ModeKaraokePC Software SuiteVoice memoPredictive text inputOrganizer;;;;
https://www.gsmarena.com/alcatel_ot_e227-1899.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-e-227.gif;alcatel OT-E227;Released 2007, February;70g, 21mm thickness;Feature phone;No card slot;8;N/A;117,076 hits;"1.5""";128x128 pixels; ;;750 mAh Li-Ion;GSM 900 / 1800;;;;2007, February;Discontinued;87 x 45 x 21 mm (3.43 x 1.77 x 0.83 in);70 g (2.47 oz);Mini-SIM;TFT, 65K colors;1.5 inches, 7.3 cm(~18.5% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~121 ppi density);;;;;No;;;No;;;;;No;No;No;;No;Proprietary;;Removable Li-Ion 750 mAh battery;Light brown;;;;;;Embedded images and animations;;No;No;;Up to 325 h;Up to 10 h;Conference call up to 5 personsPredictive text inputCalculatorDate & Clock;;;;
https://www.gsmarena.com/alcatel_ot_e225-1898.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-e-225.gif;alcatel OT-E225;Released 2007, February;81g, 22.5mm thickness;Feature phone;No card slot;7;N/A;97,715 hits;;102x80 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2007, February;Discontinued;86 x 44.5 x 22.5 mm (3.39 x 1.75 x 0.89 in);81 g (2.86 oz);Mini-SIM;Monochrome graphic;;102 x 80 pixels;;;;;No;;;No;;;;;No;No;No;;No;Proprietary;;Removable Li-Ion 650 mAh battery;Night Black, Smart Blue, Iron White;;;;;;Embedded images and animations;;No;No;;Up to 250 h;Up to 5 h;Conference call up to 5 personsPredictive text inputCalculatorDate & Clock;;;;
https://www.gsmarena.com/alcatel_ot_e221-1897.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-e-211.gif;alcatel OT-E221;Released 2007, February;70g, 21mm thickness;Feature phone;No card slot;8;N/A;118,083 hits;"1.5""";128x128pixels; ;;750 mAh Li-Ion;GSM 900 / 1800;;;;2007, February;Discontinued;87.5 x 44 x 21 mm (3.44 x 1.73 x 0.83 in);70 g (2.47 oz);Mini-SIM;TFT, 65K colors;1.5 inches, 7.3 cm(~18.9% screen-to-body ratio);128 x 128pixels, 1:1 ratio (~121 ppi density);;;;;No;;;No;;;;;No;No;No;;No;Proprietary;;Removable Li-Ion 750 mAh battery;Red Glossy, White, Dark Blue;;;;;;Embedded images and animations;0.97 W/kg (head)     0.38 W/kg (body);No;No;;Up to 325 h;Up to 10 h;Conference call up to 5 personsPredictive text inputCalculatorDate & Clock;;;1.40 W/kg (head);
https://www.gsmarena.com/alcatel_ot_e207-1896.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-e-207.gif;alcatel OT-E207;Released 2007;69g, 18.5mm thickness;Feature phone;No card slot;8;N/A;123,292 hits;;96x76 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800;;;;2007. Released 2007;Discontinued;98 x 42.5 x 18.5 mm (3.86 x 1.67 x 0.73 in);69 g (2.43 oz);Mini-SIM;CSTN, 65K colors;;96 x 76 pixels;;;;;No;;;No;;;;;No;No;No;;No;No;;Removable Li-Ion 720 mAh battery;Silver;;;;;;;1.10 W/kg (head)     0.57 W/kg (body);No;No;;Up to 250 h;Up to 5 h;OrganizerPredictive text input;;;1.10 W/kg (head);
https://www.gsmarena.com/alcatel_ot_e205-2078.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-e205.gif;alcatel OT-E205;Released 2006, October;80g, 19mm thickness;Feature phone;No card slot;9;N/A;101,614 hits;;102x80 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2006, October;Discontinued;96 x 42.5 x 19 mm (3.78 x 1.67 x 0.75 in);80 g (2.82 oz);Mini-SIM;4K colors;;102 x 80 pixels;;;;;No;;;No;;;;;No;No;No;;No;No;;Removable Li-Ion 650 mAh battery;Black/Silver;;;;;;;;No;No;;Up to 250 h;Up to 5 h;Predictive text inputCalculatorDate & ClockAuto power on/off;;;;
https://www.gsmarena.com/alcatel_ot_e201-1895.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-e-201.gif;alcatel OT-E201;Released 2007, February;69g, 18.5mm thickness;Feature phone;No card slot;12;N/A;113,560 hits;;96x76 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800;;;;2007, February;Discontinued;98 x 42.5 x 18.5 mm (3.86 x 1.67 x 0.73 in);69 g (2.43 oz);Mini-SIM;CSTN, 65K colors;;96 x 76 pixels;;;;;No;;;No;;;;;No;No;No;;No;No;;Removable Li-Ion 720 mAh battery;Black;;;;;;;1.49 W/kg (head)     0.61 W/kg (body);No;No;;Up to 250 h;Up to 5 h;Predictive text inputCalculatorDate & Clock;;;1.10 W/kg (head);
https://www.gsmarena.com/alcatel_ot_e101-1894.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-e-101.gif;alcatel OT-E101;Released 2007, February;69g, 18.5mm thickness;Feature phone;No card slot;9;N/A;129,485 hits;"1.3""";96x64 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800;;;;2007, February;Discontinued;98 x 42.5 x 18.5 mm (3.86 x 1.67 x 0.73 in);69 g (2.43 oz);Mini-SIM;Monochrome graphic;1.3 inches, 5.0 cm(~12.1% screen-to-body ratio);96 x 64 pixels, 3:2 ratio (~89 ppi density);;;;;No;;;No;;;;;No;No;No;;No;No;;Removable Li-Ion 720 mAh battery;Black;;;;;;;1.24 W/kg (head)     0.62 W/kg (body);No;No;;Up to 250 h;Up to 5 h;Predictive text inputCalculatorDate & Clock;;;0.96 W/kg (head);
https://www.gsmarena.com/alcatel_lollipops-1893.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-lollipops.gif;alcatel Lollipops;Cancelled;84g, 21mm thickness;Feature phone;4MB storage, no card slot;9;N/A;118,549 hits;"1.8""";128x160 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2007, February;Cancelled;88 x 45.5 x 21 mm (3.46 x 1.79 x 0.83 in);84 g (2.96 oz);Mini-SIM;CSTN, 65K colors;1.8 inches, 10.2 cm(~25.5% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;No;4MB;;VGA;;No;No;;No;No;No;;No;No;;Removable Li-Ion 650 mAh battery;Glossy White with pink logos;;;;;;;;Class 10;No;;Up to 320 h;Up to 6 h 45 min;OrganizerVoice memoPredictive text input;;;;
https://www.gsmarena.com/alcatel_ot_e220-1892.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-e220.gif;alcatel OT-E220;Released 2007, February;81g, 22.5mm thickness;Feature phone;No card slot;7;N/A;112,771 hits;;120x80 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2007, February;Discontinued;86 x 44.3 x 22.5 mm (3.39 x 1.74 x 0.89 in);81 g (2.86 oz);Mini-SIM;4K colors;;120 x 80 pixels, 3:2 ratio;;;;;No;;;No;;;;;No;No;No;;No;No;;Removable Li-Ion 650 mAh battery;Dark Blue, Light Purple, Glossy White;;;;;;Embedded images and animations;;No;No;;Up to 250 h;Up to 5 h;Predictive text inputCalculatorDate & Clock;;;;
https://www.gsmarena.com/alcatel_ot_e805-1889.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-e805.gif;alcatel OT-E805;Cancelled;80g, 17.3mm thickness;Feature phone;microSD slot;9;N/A;144,694 hits;;128x128 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2007, February;Cancelled;97 x 45 x 17.3 mm (3.82 x 1.77 x 0.68 in);80 g (2.82 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;;;;;microSD (dedicated slot);;250 SMS messages;No;;;;;No;No;No;;No;Proprietary;;Removable Li-Ion 650 mAh battery;Pink, Light Blue, Dark Chrome;;;;;;Embedded images and animations;;No;No;;Up to 250 h;Up to 7 h;MP3 playerPredictive text inputCalculator;;;;
https://www.gsmarena.com/alcatel_ot_e230-1888.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-e230.gif;alcatel OT-E230;Cancelled;83g, 23.4mm thickness;Feature phone;No card slot;8;N/A;126,110 hits;"1.3""";102x80 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2007, February;Cancelled;84.6 x 45 x 23.4 mm (3.33 x 1.77 x 0.92 in);83 g (2.93 oz);Mini-SIM;CSTN, 4096 colors;1.3 inches, 5.3 cm(~13.9% screen-to-body ratio);102 x 80 pixels (~100 ppi density);;;;;No;;;No;;;;;No;No;No;;No;No;;Removable Li-Ion 650 mAh battery;White, Brown, Fuchsia;;;;;;Embedded images and animations;;No;No;;Up to 250 h;Up to 10 h;Predictive text inputOrganizer;;;1.00 W/kg (head);
https://www.gsmarena.com/alcatel_ot_c635-1837.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-c635.gif;alcatel OT-C635;Released 2006;85g, 21mm thickness;Feature phone;4MB storage, no card slot;8;N/A;131,475 hits;"1.8""";128x160 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2006;Discontinued;88 x 45 x 21 mm (3.46 x 1.77 x 0.83 in);85 g (3.00 oz);Mini-SIM;CSTN, 65K colors;1.8 inches, 10.2 cm(~25.7% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;No;4MB;;VGA;;No;No;;No;No;No;;No;No;;Removable Li-Ion 650 mAh battery;Circles Purple, Flowers White, Surf Blue;;;;;;Embedded images and animations;1.34 W/kg (head)     0.60 W/kg (body);Class 10;No;;Up to 320 h;Up to 6 h 30 min;Predictive text inputOrganizer;;;1.00 W/kg (head);
https://www.gsmarena.com/alcatel_ot_c630-1465.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-c630.gif;alcatel OT-C630;Released 2006, February;85g, 21mm thickness;Feature phone;4MB storage, no card slot;8;N/A;208,115 hits;"1.8""";128x160 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2006, February;Discontinued;88 x 45 x 21 mm (3.46 x 1.77 x 0.83 in);85 g (3.00 oz);Mini-SIM;CSTN, 65K colors;1.8 inches, 10.2 cm(~25.7% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;No;4MB;;VGA;;No;No;;No;No;No;;No;No;;Removable Li-Ion 650 mAh battery;Soft Touch Black, Glossy Red;;;;;;Embedded images and animations;1.00 W/kg (head)     1.30 W/kg (body);Class 10;No;;Up to 320 h;Up to 6 h 30 min;Predictive text inputOrganizer;;;1.00 W/kg (head);
https://www.gsmarena.com/alcatel_ot_e801-1462.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-e801.gif;alcatel OT-E801;Released 2006, February;76g, 17.5mm thickness;Feature phone;microSD slot;11;N/A;414,945 hits;;128x128 pixels; ;;;GSM 900 / 1800;;;;2006, February;Discontinued;96.5 x 45 x 17.5 mm (3.80 x 1.77 x 0.69 in);76 g (2.68 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;;;;;microSD (dedicated slot);;250 SMS messages;No;;;;;No;No;No;;No;Proprietary;;Removable Li-Ion battery;Soft Touch Black, Soft Touch Orange, Glossy White;;;;;;Embedded images and animations;;No;No;;Up to 250 h;Up to 10 h;MP3 playerPredictive text inputCalculator;;;;
https://www.gsmarena.com/alcatel_ot_e100-1461.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-e100.gif;alcatel OT-E100;Released 2006, February;76g, 19mm thickness;Feature phone;No card slot;8;N/A;184,129 hits;;102x80 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2006, February;Discontinued;96 x 42.5 x 19 mm (3.78 x 1.67 x 0.75 in);76 g (2.68 oz);Mini-SIM;Color graphic;;102 x 80 pixels;;;;;No;;250 SMS messages;No;;;;;No;No;No;;No;No;;Removable Li-Ion 650 mAh battery;Black;;;;;;Embedded images and animations;;No;No;;Up to 250 h;Up to 10 h;Predictive text inputCalculator;;;;
https://www.gsmarena.com/alcatel_ot_c550-1464.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-c550.gif;alcatel OT-C550;Released 2006, February;85g, 15.5mm thickness;Feature phone;4MB storage, no card slot;9;N/A;206,320 hits;"1.8""";128x160 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2006, February;Discontinued;102.5 x 44 x 15.5 mm (4.04 x 1.73 x 0.61 in);85 g (3.00 oz);Mini-SIM;CSTN, 65K colors;1.8 inches, 10.2 cm(~22.6% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;No;4MB;;VGA;;No;No;;No;No;No;;No;No;;Removable Li-Ion 650 mAh battery;Black;;;;;;Embedded images and animations;1.09 W/kg (head)     0.96 W/kg (body);Class 10;No;;Up to 320 h;Up to 6 h 30 min;Predictive text inputOrganizer;;;1.00 W/kg (head);
https://www.gsmarena.com/alcatel_ot_e265-1463.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-e265.gif;alcatel OT-E265;Released 2006, February;90g, 23.6mm thickness;Feature phone;No card slot;8;N/A;179,045 hits;;102x80 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2006, February;Discontinued;87 x 46 x 23.6 mm (3.43 x 1.81 x 0.93 in);90 g (3.17 oz);Mini-SIM;CSTN, 4096 colors;;102 x 80 pixels;;;;;No;;250 SMS messages;No;;;;;No;No;No;;No;No;;Removable Li-Ion 650 mAh battery;Black;;;;;;Embedded images and animations;;No;No;;Up to 275 h;Up to 10 h;Predictive text inputOrganizer;;;;
https://www.gsmarena.com/alcatel_ot_e105-1460.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-e105.gif;alcatel OT-E105;Released 2006, February;76g, 19mm thickness;Feature phone;No card slot;7;N/A;115,893 hits;;102x80 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2006, February;Discontinued;96 x 42.5 x 19 mm (3.78 x 1.67 x 0.75 in);76 g (2.68 oz);Mini-SIM;Monochrome graphics;;102 x 80 pixels;;;;;No;;250 SMS messages;No;;;;;No;No;No;;No;No;;Removable Li-Ion 650 mAh battery;Silver;;;;;;Embedded images and animations;;No;No;;Up to 250 h;Up to 10 h;Predictive text inputCalculator;;;;
https://www.gsmarena.com/alcatel_ot_e260-1414.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-e260.gif;alcatel OT-E260;Released 2006, Q1;90g, 25.5mm thickness;Feature phone;No card slot;9;N/A;177,813 hits;"1.5""";102x80 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;;2006, Q1;Discontinued;87 x 45 x 25.5 mm (3.43 x 1.77 x 1.00 in);90 g (3.17 oz);Mini-SIM;CSTN, 4096 colors;1.5 inches, 27 x 28 mm, 7.0 cm(~18.0% screen-to-body ratio);102 x 80 pixels (~86 ppi density);;;;;No;;;No;;;;;No;No;No;;No;No;;Removable Li-Ion 650 mAh battery;Black;;;;;;;;No;No;;Up to 270 h;Up to 10 h;Predictive text inputOrganizer;;;;
