Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;gprstext;edge;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;os;memoryslot;cam1modules;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;cpu;internalmemory;cam1features;cam1video;cam2modules;cam2video;models;displayother;chipset;gpu;cam2features;displayprotection;memoryother;optionalother;featuresother;tbench;batlife;net5g;sar-eu;batstandby1;battalktime1;batmusicplayback1;sar-us
https://www.gsmarena.com/huawei_ascend_y221-6908.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-y221.jpg;Huawei Ascend Y221;Released 2014, December;130g, 12.3mm thickness;Android 4.4;4GB 512MB RAM storage, microSDHC slot;9;N/A;657,345 hits;"3.5""";320x480 pixels;512 MB RAM;MT6572M;1350 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 900 / 2100 (single or dual SIM);;HSPA 21.1/5.76 Mbps;;;2014, December. Released 2014, December;Discontinued;116.5 x 60.6 x 12.3 mm (4.59 x 2.39 x 0.48 in);130 g (4.59 oz);;Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by);;TFT, 256K colors;3.5 inches, 36.5 cm(~51.7% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.4 (KitKat);microSDHC (dedicated slot);2 MP;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP;No;No;FM Radio;microUSB 2.0;Accelerometer;Li-Ion 1350 mAh, removable;Black, White;About 130 EUR;Dual-core 1.0 GHz Cortex-A7;4GB 512MB RAM;;Yes;No;;Y221-U22, Y221-U12;;Mediatek MT6572M (28 nm);Mali-400;;;;;;;;;;Up to 225 h;Up to 4 h;;
https://www.gsmarena.com/huawei_ascend_gx1-6896.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-gx1.jpg;Huawei Ascend GX1;Released 2014, December;173g, 9.2mm thickness;Android 4.4;8GB storage, microSDHC;16;N/A;459,389 hits;"6.0""";720x1280 pixels;1 GB RAM;Snapdragon 410;3500 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;CDMA2000 1xEV-DO;3, 38;LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps;;;2014, December. Released 2014, December;Discontinued;161 x 84.5 x 9.2 mm (6.34 x 3.33 x 0.36 in);173 g (6.10 oz);;Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;6.0 inches, 99.2 cm(~72.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~245 ppi density);Android 4.4 (KitKat);microSDHC (dedicated slot);8 MP, AF;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;Yes;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 3500 mAh, non-removable;White, Black;About 200 EUR;Quad-core 1.2 GHz Cortex-A53;8GB 1GB RAM;LED flash, panorama, HDR;1080p@30fps;2 MP;720p;SC-CL00, SC-UL10;;Qualcomm MSM8916 Snapdragon 410 (28 nm);Adreno 306;;;eMMC 4.5;;;;;;;Up to 240 h (2G) / Up to 240 h (3G);Up to 10 h (2G) / Up to 12 h (3G);;
https://www.gsmarena.com/huawei_ascend_mate7_monarch-6869.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-mate7.jpg;Huawei Ascend Mate7 Monarch;Released 2015, March;185g, 7.9mm thickness;Android 4.4, EMUI 3;64GB storage, microSDXC;94;N/A;1,073,618 hits;"6.0""";1080x1920 pixels;3 GB RAM;Kirin 925;4100 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7;HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps;;;2014, December. Released 2015, March;Discontinued;157 x 81 x 7.9 mm (6.18 x 3.19 x 0.31 in);185 g (6.53 oz);;Hybrid Dual SIM (Micro-SIM/Nano-SIM);;IPS LCD;6.0 inches, 99.2 cm(~78.0% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~367 ppi density);Android 4.4 (KitKat), EMUI 3;microSDXC (uses shared SIM slot);13 MP, AF;Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, Wi-Fi Direct, hotspot;4.0, A2DP, EDR, LE;GPS, GLONASS;Yes;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 4100 mAh, non-removable;Obsidian black, Moonlight silver, Amber gold;About 500 EUR;Octa-core (4x1.8 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7);64GB 3GB RAM;LED flash, HDR, panorama;1080p@60fps;5 MP;720p;;;Kirin 925 (28 nm);Mali-T628 MP4;;Sapphire crystal glass, oleophobic coating;;;;;;;;;;;
https://www.gsmarena.com/huawei_mediapad_t1_10-7308.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-t1-10.jpg;Huawei MediaPad T1 10;Released 2015, March;433g, 8.3mm thickness;Android 4.4.4, EMUI 3;8GB/16GB storage, microSDHC;10;0.2%;754,663 hits;"9.6""";800x1280 pixels;1 GB RAM;Snapdragon 410;4800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20, 38, 40;HSPA, LTE Cat4 150/50 Mbps;;;2015, March. Released 2015, March;Discontinued;248.5 x 150 x 8.3 mm (9.78 x 5.91 x 0.33 in);433 g (15.27 oz);;Micro-SIM;;IPS LCD;9.6 inches, 267.2 cm(~71.7% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~157 ppi density);Android 4.4.4 (KitKat), EMUI 3;microSDHC (dedicated slot);5 MP, AF;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;4.0, A2DP;GPS, GLONASS/ BDS (market dependant);No;FM radio;microUSB 2.0;Accelerometer;Li-Po 4800 mAh, non-removable;Black/Silver, White/Silver;About 180 EUR;Quad-core 1.2 GHz Cortex-A53;8GB 1GB RAM, 16GB 1GB RAM;LED flash;Yes;2 MP;;T1-A21L;;Qualcomm MSM8916 Snapdragon 410 (28 nm);Adreno 306;;;eMMC 4.5;;;;;;;Up to 570 h;Up to 10 h (multimedia);;
https://www.gsmarena.com/huawei_mediapad_t1_8_0-6705.php;https://fdn2.gsmarena.com/vv/bigpic/Huawei-Honor-Tablet1.jpg;Huawei MediaPad T1 8.0;Released 2014, September;360g, 7.9mm thickness;Android 4.3, EMUI 1.6;8GB/16GB storage, microSDHC;47;0.2%;1,401,035 hits;"8.0""";800x1280 pixels;1 GB RAM;Snapdragon 200;4800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA;;HSPA 42.2/5.76 Mbps;Yes;Yes;2014, September. Released 2014, September;Discontinued;210.6 x 127.7 x 7.9 mm (8.29 x 5.03 x 0.31 in);360 g (12.70 oz);;Micro-SIM;;IPS LCD;8.0 inches, 187.6 cm(~69.7% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~188 ppi density);Android 4.3 (Jelly Bean), EMUI 1.6;microSDHC (dedicated slot);5 MP, 1.4µm;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;TBC;GPS, GLONASS;No;No;microUSB 2.0;Accelerometer, proximity;Li-Po 4800 mAh, non-removable;White/Silver;About 150 EUR;Quad-core 1.2 GHz Cortex-A7;8GB 1GB RAM, 16GB 1GB RAM;Panorama;Yes;VGA;;;;Qualcomm MSM8212 Snapdragon 200 (28 nm);Adreno 302;;;eMMC 4.5;;;;;;;Up to 300 h (2G) / Up to 480 h (3G);Up to 10 h (multimedia) (2G) / Up to 36 h (3G);Up to 20 h;
https://www.gsmarena.com/huawei_mediapad_t1_7_0-7307.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-t1-70.jpg;Huawei MediaPad T1 7.0;Released 2015, March;278, 8.5mm thickness;Android 4.4.2, EMUI 3;8GB storage, microSDHC;40;0.5%;2,649,346 hits;"7.0""";600x1024 pixels;1 GB RAM;Spreadtrum SC7731G;4100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;;;2015, March. Released 2015, March;Discontinued;191.8 x 107 x 8.5 mm (7.55 x 4.21 x 0.33 in);278 (9.81 oz);;Micro-SIM;;IPS LCD;7.0 inches, 137.9 cm(~67.2% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Android 4.4.2 (KitKat), EMUI 3;microSDHC (dedicated slot);2 MP;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, LE;GPS;No;No;microUSB 2.0;Accelerometer;Li-Ion 4100 mAh, non-removable;Black/Silver;About 100 EUR;Quad-core 1.2 GHz;8GB 1GB RAM;;480p@30fps;2 MP;;T1 7.0;;Spreadtrum SC7731G;;;;;;;;;;;Up to 300 h;Up to 10 h (multimedia);;
https://www.gsmarena.com/huawei_ascend_g620s-6677.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-g620s.jpg;Huawei Ascend G620s;Released 2014, November;160g, 8.5mm thickness;Android 4.4.2, EMUI 3;8GB storage, microSDHC;48;0.1%;1,578,715 hits;"5.0""";720x1280 pixels;1 GB RAM;Snapdragon 410;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;3, 7, 8, 20;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;;;2014, September. Released 2014, November;Discontinued;142.9 x 72 x 8.5 mm (5.63 x 2.83 x 0.33 in);160 g (5.64 oz);;Micro-SIM;;IPS LCD;5.0 inches, 68.9 cm(~67.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.4.2 (KitKat), EMUI 3;microSDHC (dedicated slot);8 MP, AF;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP, LE;GPS, GLONASS;Yes;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh, non-removable;Black, White;About 180 EUR;Quad-core 1.2 GHz Cortex-A53;8GB 1GB RAM;LED flash;;2 MP;;G620S-L01, G620S-UL00, G620S-L02;;Qualcomm MSM8916 Snapdragon 410 (28 nm);Adreno 306;;;eMMC 4.5;;;;;;;;;;
https://www.gsmarena.com/huawei_ascend_y550-6676.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-y550.jpg;Huawei Ascend Y550;Released 2014, November;153g, 9.5mm thickness;Android 4.4.2, EMUI 2.3;4GB 1GB RAM storage, microSDHC slot;31;0.1%;1,321,306 hits;"4.5""";480x854 pixels;1 GB RAM;Snapdragon 410;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - all versions;HSDPA 900 / 2100 - Y550-L01;1, 3, 7, 8, 20 - Y550-L01;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;;;2014, September. Released 2014, November;Discontinued;133 x 68 x 9.5 mm (5.24 x 2.68 x 0.37 in);153 g (5.40 oz);;Micro-SIM;;IPS LCD;4.5 inches, 55.8 cm(~61.7% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 4.4.2 (KitKat), EMUI 2.3;microSDHC (dedicated slot);5 MP, AF;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP, LE;GPS, GLONASS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2000 mAh, removable;Black, White;About 130 EUR;Quad-core 1.2 GHz Cortex-A53;4GB 1GB RAM;LED flash;720p@30fps;2 MP;;Y550-L01, Y550-L02;;Qualcomm MSM8916 Snapdragon 410 (28 nm);Adreno 306;;;eMMC 4.5;;;;;;;;;;
https://www.gsmarena.com/huawei_ascend_g7-6646.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-g7.jpg;Huawei Ascend G7;Released 2014, October;165g, 7.6mm thickness;Android 4.4.2, up to 6, EMUI 3;16GB storage, microSDHC;188;0.2%;4,254,496 hits;"5.5""";720x1280 pixels;2 GB RAM;Snapdragon 410;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - all versions;HSDPA 900 / 2100 - L01;1, 3, 7, 8, 20 - L01;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;;;2014, September. Released 2014, October;Discontinued;153.5 x 77.3 x 7.6 mm (6.04 x 3.04 x 0.30 in);165 g (5.82 oz);;Micro-SIM;;IPS LCD;5.5 inches, 83.4 cm(~70.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 4.4.2 (KitKat), upgradable to 6 (Marshmallow), EMUI 3;microSDHC (dedicated slot);13 MP, f/2.0, AF;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, LE;GPS, GLONASS;Yes;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Po 3000 mAh, non-removable;Black, white;About 260 EUR;Quad-core 1.2 GHz Cortex-A53;16GB 2GB RAM;LED flash, panorama, HDR;1080p@30fps;5 MP;;G7-L01, G7-L03, G7-L11, G7-UL20, G7-TL00;;Qualcomm MSM8916 Snapdragon 410 (28 nm);Adreno 306;;;eMMC 4.5;;;;;;;Up to 600 h (3G);;;
https://www.gsmarena.com/huawei_ascend_p7_sapphire_edition-6611.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-p7-sapphire-edition.jpg;Huawei Ascend P7 Sapphire Edition;Released 2014, September;124g, 6.5mm thickness;Android 4.4.2, EMUI 2.3;16GB storage, microSDXC;46;N/A;890,012 hits;"5.0""";1080x1920 pixels;2 GB RAM;Kirin 910T;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA;LTE (unspecified);HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;Yes;Yes;2014, August. Released 2014, September;Discontinued;139.8 x 68.8 x 6.5 mm (5.50 x 2.71 x 0.26 in);124 g (4.37 oz);;Micro-SIM;;IPS LCD;5.0 inches, 68.9 cm(~71.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Android 4.4.2 (KitKat), EMUI 2.3;microSDXC (dedicated slot);13 MP, AF;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot;4.0, A2DP, LE;GPS, GLONASS;Yes;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Po 2500 mAh, non-removable;Black, white, pink;;Quad-core 1.8 GHz Cortex-A9;16GB 2GB RAM;LED flash, panorama, HDR;1080p@30fps;8 MP;;;;Kirin 910T (28 nm);Mali-450MP4;;Sapphire crystal glass;;;;;;;;;;;
https://www.gsmarena.com/huawei_ascend_mate7-6543.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-mate7.jpg;Huawei Ascend Mate7;Released 2014, October;185g, 7.9mm thickness;Android 4.4.2, up to 6.0, EMUI 3.1;16GB/32GB storage, microSDXC;498;0.5%;8,647,815 hits;"6.0""";1080x1920 pixels;2/3 GB RAM;Kirin 925;4100 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 40;HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps;;;2014, September. Released 2014, October;Discontinued;157 x 81 x 7.9 mm (6.18 x 3.19 x 0.31 in);185 g (6.53 oz);Glass front (Gorilla Glass 3), aluminum back, aluminum frame;Micro-SIMHybrid Dual SIM (Micro-SIM/Nano-SIM) - MT7-TL10;;IPS LCD;6.0 inches, 98.7 cm(~77.6% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~368 ppi density);Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow), EMUI 3.1;microSDXC (uses shared SIM slot);13 MP, f/2.0, 28mm (wide), AF;Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, Wi-Fi Direct, hotspot;4.0, A2DP, EDR, LE;GPS, GLONASS;Yes;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 4100 mAh, non-removable;Obsidian black, Moonlight silver, Amber gold;About 340 EUR;Octa-core (4x1.8 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7);16GB 2GB RAM, 32GB 3GB RAM;LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.4, 22mm (wide);720p;MT7-TL00, MT7-L09, MT7-TL10, MT7-CL00, MT7-UL00;;Kirin 925 (28 nm);Mali-T628MP4;;Corning Gorilla Glass 3;;;;Basemark OS II 2.0: 849Basemark X: 6501;;;;Up to 648 h (3G);;;
https://www.gsmarena.com/huawei_ascend_g535-6678.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-g535.jpg;Huawei Ascend G535;Released 2014, Q3;145g, 7.9mm thickness;Android 4.3;8GB storage, microSDHC;7;N/A;302,184 hits;"4.5""";540x960 pixels;1 GB RAM;Snapdragon 400;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;3, 7, 20;HSPA, LTE Cat4 150/50 Mbps;;;2014, Q3. Released 2014, Q3;Discontinued;131 x 65.3 x 7.9 mm (5.16 x 2.57 x 0.31 in);145 g (5.11 oz);;Micro-SIM;;IPS LCD;4.5 inches, 55.8 cm(~65.3% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~245 ppi density);Android 4.3 (Jelly Bean);microSDHC (dedicated slot);5 MP;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, non-removable;Black, White;About 110 EUR;Quad-core 1.2 GHz Cortex-A7;8GB 1GB RAM;LED flash, HDR;720p@30fps;1 MP;;G535-L11;;Qualcomm MSM8926 Snapdragon 400 (28 nm);Adreno 305;;;eMMC 4.5;;;;;;;Up to 370 h (3G);Up to 12 h (3G);;
https://www.gsmarena.com/huawei_y300ii-6596.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-y300-fire.jpg;Huawei Y300II;Released 2014, Q2;;Firefox OS;4GB 512MB RAM storage, microSDHC slot;4;N/A;144,648 hits;"4.0""";480x800 pixels;512 MB RAM;;1730 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;;HSPA 7.2/5.76 Mbps;;;2014, Q2. Released 2014, Q2;Discontinued;-;-;;Mini-SIM;;IPS LCD;4.0 inches, 45.5 cm;480 x 800 pixels, 5:3 ratio (~233 ppi density);Firefox OS;microSDHC (dedicated slot);5 MP;Wi-Fi 802.11 b/g/n, hotspot;2.1, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1730 mAh, removable;Black;;Dual-core 1.0 GHz;4GB 512MB RAM;;;VGA;;;;;;;;;;MP3/WAV/eAAC+ playerMP4/H.264 playerOrganizerDocument viewerPhoto viewer/editorVoice memo/dialPredictive text input;;;;;Up to 350 h;Up to 5 h 20 min;;
https://www.gsmarena.com/huawei_ascend_g630-6499.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-g630.jpg;Huawei Ascend G630;Released 2014, March;160g, 7.8mm thickness;Android 4.3, EMUI Lite 2;4GB 1GB RAM storage, microSDHC slot;39;0.1%;1,795,423 hits;"5.0""";720x1280 pixels;1 GB RAM;Snapdragon 200;2000 mAh Li-Ion;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;;;2014, March. Released 2014, March;Discontinued;143 x 71.7 x 7.8 mm (5.63 x 2.82 x 0.31 in);160 g (5.64 oz);;Micro-SIM;;IPS LCD;5.0 inches, 68.9 cm(~67.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.3 (Jelly Bean), EMUI Lite 2;microSDHC (dedicated slot);8 MP, AF;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;GPS;Yes (optional);FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, non-removable;Black, White;About 170 EUR;Quad-core 1.2 GHz Cortex-A7;4GB 1GB RAM;LED flash;Yes;1 MP;;G630-U10, G630-U20, G630-U00;;Qualcomm MSM8212 Snapdragon 200 (28 nm);Adreno 302;;;eMMC 4.5;;;;;;;;;;
https://www.gsmarena.com/huawei_ascend_y330-6493.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-y330.jpg;Huawei Ascend Y330;Released 2014, March;126g, 11.3mm thickness;Android 4.2, EMUI Lite 2;4GB 512MB RAM storage, microSDHC slot;39;0.1%;2,292,768 hits;"4.0""";480x800 pixels;512 MB RAM;MT6572;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100 - Y330-U01/U11;;HSPA 21.1/5.76 Mbps;;;2014, March. Released 2014, March;Discontinued;122.1 x 63.5 x 11.3 mm (4.81 x 2.5 x 0.44 in);126 g (4.44 oz);;Micro-SIM;;TFT;4.0 inches, 41.2 cm(~53.1% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~245 ppi density);Android 4.2 (Jelly Bean), EMUI Lite 2;microSDHC (dedicated slot);3.15 MP;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer;Li-Ion 1500 mAh, removable;Black, White, Blue, Coral Pink, Yellow;About 70 EUR;Dual-core 1.3 GHz Cortex-A7;4GB 512MB RAM;;480p@30fps;No;;HUA-Y330-Q6, Y330-U11, Y330-U01, Y330-U05;;Mediatek MT6572 (28 nm);Mali-400;;;;;;;;;;Up to 320 h;Up to 5 h;;
https://www.gsmarena.com/huawei_ascend_plus-6375.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-h881c-ascend-plus.jpg;Huawei Ascend Plus;Released 2014, April;136.1g, 12.7mm thickness;Android 4.0;microSDHC slot;5;N/A;215,335 hits;"4.0""";; ;;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 2100;;HSPA;;;2014, April. Released 2014, April;Discontinued;125 x 63.5 x 12.7 mm (4.92 x 2.5 x 0.5 in);136.1 g (4.80 oz);;Mini-SIM;;TFT;4.0 inches;;Android 4.0 (Ice Cream Sandwich);microSDHC (dedicated slot);5 MP;Wi-Fi 802.11 b/g/n, hotspot;2.1;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1700 mAhbattery;Black;About 110 EUR;1.0 GHz;;;Yes;;;;;;;;;;;;;;;;Up to 360 h;Up to 5 h;;
https://www.gsmarena.com/huawei_ascend_p7-6124.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-p7-new.jpg;Huawei Ascend P7;Released 2014, June;124g, 6.5mm thickness;Android 4.4.2, up to 5.1.1, EMUI 2.3;16GB storage, microSDXC;312;0.4%;8,380,936 hits;"5.0""";1080x1920 pixels;2 GB RAM;Kirin 910T;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;;;2014, May. Released 2014, June;Discontinued;139.8 x 68.8 x 6.5 mm (5.50 x 2.71 x 0.26 in);124 g (4.37 oz);;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM/ Nano-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~71.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Android 4.4.2 (KitKat), upgradable to 5.1.1 (Lollipop), EMUI 2.3;microSDXC (dedicated slot) - single-SIM modelNo microSDXC - dual-SIM model;13 MP, f/2.0, 28mm (wide), AF;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot;4.0, A2DP, LE;GPS, GLONASS;Yes;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Po 2500 mAh, non-removable;Black, white, pink;About 250 EUR;Quad-core 1.8 GHz Cortex-A9;16GB 2GB RAM;LED flash, panorama, HDR;1080p@30fps;8 MP, f/2.0, 26mm (wide);;P7-L10, P7-L00;;Kirin 910T (28 nm);Mali-450MP4;;Corning Gorilla Glass 3;;;;Basemark OS II 2.0: 552;;;;Up to 422 h (3G);Up to 22 h (2G) / Up to 14 h (3G);;
https://www.gsmarena.com/huawei_ascend_p7_mini-6332.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-ascend-p7-mini.jpg;Huawei Ascend P7 mini;Released 2014, May;115g, 7.8mm thickness;Android 4.3, EMUI Lite 2;8GB storage, microSDHC;19;N/A;706,345 hits;"4.5""";540x960 pixels;1 GB RAM;Snapdragon 400;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA;LTE (unspecified);HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;Yes;Yes;2014, April. Released 2014, May;Discontinued;131.2 x 65.3 x 7.8 mm (5.17 x 2.57 x 0.31 in);115 g (4.06 oz);;Micro-SIM;;TFT;4.5 inches, 55.8 cm(~65.2% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~245 ppi density);Android 4.3 (Jelly Bean), EMUI Lite 2;microSDHC (dedicated slot);8 MP, AF;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP, EDR;GPS, GLONASS;Yes;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Po 2000 mAh, non-removable;Black, White;About 180 EUR;Quad-core 1.2 GHz Cortex-A7;8GB 1GB RAM;LED flash;Yes;5 MP;;;;Qualcomm Snapdragon 400 (28 nm);Adreno 305;;;eMMC 4.5;;;;;;0.64 W/kg (head);Up to 370 h (3G);Up to 12 h (3G);;
https://www.gsmarena.com/huawei_ascend_g730-6290.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-g730.jpg;Huawei Ascend G730;Released 2014, April;180g, 9.6mm thickness;Android 4.2, EMUI 2;4GB 1GB RAM storage, microSDHC slot;29;0.1%;1,585,360 hits;"5.5""";540x960 pixels;1 GB RAM;;2300 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;;;2014, February. Released 2014, April;Discontinued;149.5 x 78 x 9.6 mm (5.89 x 3.07 x 0.38 in);180 g (6.35 oz);;Dual SIM, (Dual stand-by);;IPS LCD;5.5 inches, 83.4 cm(~71.5% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~200 ppi density);Android 4.2 (Jelly Bean), EMUI 2;microSDHC (dedicated slot);5 MP, AF;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2300 mAh, removable;Black, White;About 270 EUR;Quad-core 1.3 GHz Cortex-A7;4GB 1GB RAM;LED flash;720p@30fps;VGA;;G730-U10, G730-U00, G730-U30;;;Mali-450MP2;;;;;;;;;0.41 W/kg (head);Up to 200 h;Up to 3 h;;
