Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;optionalother;wlan;bluetooth;gps;nfc;radio;usb;sensors;featuresother;batdescription1;colors;models;price;displayprotection;tbench;batlife;gprstext;edge;displayother;sar-eu;sar-us;batstandby1;battalktime1
https://www.gsmarena.com/honor_8x-9313.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-8x.jpg;Honor 8X;Released 2018, September;175g, 7.8mm thickness;Android 8.1, up to Android 9.0, EMUI 9.0;64GB/128GB storage, microSDXC;465;6.2%;7,365,470 hits;"6.5""";1080x2340 pixels;4/6 GB RAM;Kirin 710;3750 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 39, 40, 41;;HSPA, LTE-A;2018, September;Available. Released 2018, September;160.4 x 76.6 x 7.8 mm (6.31 x 3.02 x 0.31 in);175 g (6.17 oz);Glass front (Gorilla Glass 3), glass back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.5 inches, 103.2 cm(~84.0% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~397 ppi density);Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.0;Kirin 710 (12 nm);Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53);Mali-G51 MP4;microSDXC (dedicated slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;eMMC 5.1;20 MP, f/1.8, 27 mm (wide), PDAF2 MP, (depth);LED flash, panorama, HDR;1080p@30/60fps, 480fps, stereo sound rec.;"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm";HDR;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;4.2, A2DP, LE, aptX;GPS, GLONASS, BDS;Yes (JSN-L21 only);FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;;Li-Po 3750 mAh, non-removable;Black, Blue, Red, Pink;JSN-L22, JSN-L42, JSN-L11, JSN-L21, JSN-L21, JSN-L23, JSN-AL00, JSN-TL00, JSN-AL00a;About 220 EUR;Corning Gorilla Glass 3;AnTuTu: 137276 (v7)GeekBench: 5651 (v4.4)GFXBench: 6.7fps (ES 3.1 onscreen);;;;;0.72 W/kg (head);;;
https://www.gsmarena.com/honor_8x_max-9306.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-8x-max.jpg;Honor 8X Max;Released 2018, September;210g, 8.1mm thickness;Android 8.1, up to Android 9, EMUI 9;64GB/128GB storage, microSDXC;184;0.7%;1,689,441 hits;"7.12""";1080x2244 pixels;4/6 GB RAM;Snapdragon 660;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 38, 40, 41 - Global;;HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps;2018, September;Available. Released 2018, September;177.6 x 86.3 x 8.1 mm (6.99 x 3.40 x 0.32 in);210 g (7.41 oz);;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;7.12 inches, 127.8 cm(~83.4% screen-to-body ratio);1080 x 2244 pixels, 18.7:9 ratio (~350 ppi density);Android 8.1 (Oreo), upgradable to Android 9 (Pie), EMUI 9;Qualcomm SDM660 Snapdragon 660 (14 nm);Octa-core (4x1.95 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver);Adreno 512;microSDXC (dedicated slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;eMMC 5.1;16 MP, f/2.0, PDAF2 MP, f/2.4, (depth);LED flash, panorama, HDR;1080p@30fps;8 MP, f/2.0;HDR;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;;Li-Po 5000 mAh, non-removable;Black, Blue, Red;ARE-AL00, ARE-L22HN, ARE-AL10;About 250 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_note_10-8799.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-note10-cn.jpg;Honor Note 10;Released 2018, August;230g, 7.7mm thickness;Android 8.1, EMUI 8.2;64GB/128GB storage, microSDXC;383;0.3%;1,929,252 hits;"6.95""";1080x2220 pixels;6/8 GB RAM;Kirin 970;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 34, 38, 39, 40, 41;;HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps;2018, July;Available. Released 2018, August;177 x 85 x 7.7 mm (6.97 x 3.35 x 0.30 in);230 g (8.11 oz);Glass front, glass back, aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;AMOLED, HDR10;6.95 inches, 122.6 cm(~81.5% screen-to-body ratio);1080 x 2220 pixels, 18.5:9 ratio (~355 ppi density);Android 8.1 (Oreo), EMUI 8.2;Kirin 970 (10 nm);Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53);Mali-G72 MP12;microSDXC (uses shared SIM slot);64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM;UFS 2.1;16 MP, f/1.8, PDAF24 MP B/W, f/1.8, PDAF;LED flash, HDR, panorama;4K@30fps, 1080p@30fps (gyro-EIS);13 MP, f/2.0;;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, EDR, LE;GPS, GLONASS, BDS;Yes;FM radio;USB Type-C 3.1, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;;Li-Po 5000 mAh, non-removable;Midnight Black, Phantom Blue;RVL-AL09, rv;About 400 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_9n_(9i)-9229.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-9n.jpg;Honor 9N (9i);Released 2018, July;152g, 7.7mm thickness;Android 8.0, EMUI 8;32GB/64GB/128GB storage, microSDXC;72;1.4%;2,147,740 hits;"5.84""";1080x2280 pixels;3/4 GB RAM;Kirin 659;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100 - China;1, 3, 5, 8, 38, 39, 40, 41 - China;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2018, July;Available. Released 2018, July;149.2 x 71.8 x 7.7 mm (5.87 x 2.83 x 0.30 in);152 g (5.36 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.84 inches, 85.1 cm(~79.5% screen-to-body ratio);1080 x 2280 pixels, 19:9 ratio (~432 ppi density);Android 8.0 (Oreo), EMUI 8;Kirin 659 (16 nm);Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53);Mali-T830 MP2;microSDXC (uses shared SIM slot);32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM;eMMC 5.1;13 MP, PDAF2 MP, (depth);LED flash, HDR, panorama;1080p@30fps;"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm";;1080p@30fps;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;;Li-Po 3000 mAh, non-removable;Lavender Purple, Robin Egg Blue, Sapphire Blue, Midnight Black;LLD-AL20, LLD-AL30;About 220 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_play-9230.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-play-ofic.jpg;Honor Play;Released 2018, August;176g, 7.5mm thickness;Android 8.1, up to Android 9.0, EMUI 9.1;64GB/128GB storage, microSDXC;396;1.1%;4,469,852 hits;"6.3""";1080x2340 pixels;4/6 GB RAM;Kirin 970;3750 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100 - India;1, 3, 5, 7, 8, 20, 38, 40, 41 - Global;;HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps;2018, July;Available. Released 2018, August;157.9 x 74.3 x 7.5 mm (6.22 x 2.93 x 0.30 in);176 g (6.21 oz);Glass front, aluminum back, aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.3 inches, 97.4 cm(~83.0% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density);Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.1;Kirin 970 (10 nm);Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53);Mali-G72 MP12;microSDXC (uses shared SIM slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM;UFS 2.1;16 MP, f/2.2, PDAF2 MP, f/2.4, (depth);LED flash, HDR, panorama;4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS);"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm";;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE, EDR, aptX HD;GPS, GLONASS, BDS;Yes (market dependent);No;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;;Li-Po 3750 mAh, non-removable;Midnight Black, Navy Blue, Violet, Player Edition Red, Player Edition Black;COR-L29, COR-L09, COR-AL00, COR-AL10, COR-TL10;About 250 EUR;;AnTuTu: 204876 (v7), 238754 (v8)GeekBench: 6696 (v4.4), 1647 (v5.1)GFXBench: 21fps (ES 3.1 onscreen);;;;;;1.10 W/kg (head);;
https://www.gsmarena.com/honor_7s-9211.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-play-7.jpg;Honor 7S;Released 2018, May;142g, 8.3mm thickness;Android 8.1, EMUI 8.1;16GB storage, microSDXC;36;1.3%;1,806,895 hits;"5.45""";720x1440 pixels;1/2 GB RAM;MT6739;3020 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only);HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20 - Global;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2018, May;Available. Released 2018, May;146.5 x 70.9 x 8.3 mm (5.77 x 2.79 x 0.33 in);142 g (5.01 oz);;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);;LCD;5.45 inches, 76.7 cm(~73.8% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~295 ppi density);Android 8.1 (Oreo), EMUI 8.1;Mediatek MT6739 (28 nm);Quad-core 1.5 GHz Cortex-A53;PowerVR GE8100;microSDXC (dedicated slot);16GB 2GB RAM, 16GB 1GB RAM;eMMC 5.1;13 MP, PDAF;LED flash, HDR, panorama;1080p@30fps;"5 MP, LED flash (Global)24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm (China)";LED flash;1080p@30fps;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;v4.2, A2DP, LE;GPS, GLONASS;No;FM radio;microUSB 2.0;Accelerometer, proximity;;Li-Ion 3020 mAh, non-removable;Black, Gold, Blue;DUA-TL00, DUA-L22, DUA-L12, DUA-AL00, DUA-LX3;About 110 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_10-9157.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-10-.jpg;Honor 10;Released 2018, May;153g, 7.7mm thickness;Android 8.1, up to Android 10, EMUI 10;64GB/128GB storage, no card slot;374;1.3%;4,634,517 hits;"5.84""";1080x2280 pixels;4-8 GB RAM;Kirin 970;3400 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 19, 20, 38, 40, 41;;HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps;2018, May;Available. Released 2018, May;149.6 x 71.2 x 7.7 mm (5.89 x 2.80 x 0.30 in);153 g (5.40 oz);Glass front (Gorilla Glass 5), glass back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.84 inches, 85.1 cm(~79.9% screen-to-body ratio);1080 x 2280 pixels, 19:9 ratio (~432 ppi density);Android 8.1 (Oreo), upgradable to Android 10, EMUI 10;Kirin 970 (10 nm);Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53);Mali-G72 MP12;No;64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM;UFS 2.1;16 MP, f/1.8, PDAF24 MP B/W, f/1.8, PDAF;LED flash, HDR, panorama;4K@30fps, 1080p@30/60fps (gyro-EIS);"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm";;1080p@30fps;32-bit/192kHz audio;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, aptX HD, LE;GPS, GLONASS, BDS;Yes;No;USB Type-C 2.0, OTG;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;;Li-Po 3400 mAh, non-removable;Phantom Blue, Phantom Green, Midnight Black, Glacier Grey, Lily White;COL-AL10, COL-L29, COL-L19, COL-TL10;About 310 EUR;Corning Gorilla Glass (unspecified version);AnTuTu: 200440 (v7)GeekBench: 6591 (v4.4)GFXBench: 21fps (ES 3.1 onscreen);;;;;;;;
https://www.gsmarena.com/honor_7a-9075.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-7a-.jpg;Honor 7A;Released 2018, April;150g, 7.8mm thickness;Android 8.0, EMUI 8;16GB/32GB storage, microSDXC;50;1.4%;2,103,202 hits;"5.7""";720x1440 pixels;2/3 GB RAM;Snapdragon 430;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2018, April;Available. Released 2018, April;152.4 x 73 x 7.8 mm (6.00 x 2.87 x 0.31 in);150 g (5.29 oz);Glass front, aluminum back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.7 inches, 83.8 cm(~75.4% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);Android 8.0 (Oreo), EMUI 8;Qualcomm MSM8937 Snapdragon 430 (28 nm);Octa-core (4x1.4 GHz Cortex-A53 & 4x1.1 GHz Cortex A53);Adreno 505;microSDXC (dedicated slot);16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM;eMMC 5.1;13 MP, f/2.2, PDAF2 MP, (depth);LED flash, panorama, HDR;1080p@30fps;8 MP, f/2.0;LED flash;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;;Li-Po 3000 mAh, non-removable;Black, Gold, Blue;AUM-AL00IN, AUM-TL20, AUM-AL00, AUM-AL20, AUM-l29, AUM-L29, AUM-L33;About 120 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_7c-9111.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-7c.jpg;Honor 7C;Released 2018, May;164g, 7.8mm thickness;Android 8.0, EMUI 8;32GB/64GB storage, microSDXC;54;0.8%;1,717,308 hits;"5.99""";720x1440 pixels;3/4 GB RAM;Snapdragon 450;3000 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 40;;HSPA, LTE;2018, May;Available. Released 2018, May;158.3 x 76.7 x 7.8 mm (6.23 x 3.02 x 0.31 in);164 g (5.78 oz);Glass front, aluminum back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.99 inches, 92.6 cm(~76.3% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~269 ppi density);Android 8.0 (Oreo), EMUI 8;Qualcomm SDM450 Snapdragon 450 (14 nm);Octa-core 1.8 GHz Cortex-A53;Adreno 506;microSDXC (dedicated slot);32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM;eMMC 5.1;13 MP, f/2.2, PDAF2 MP, (depth);LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.0;LED flash;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;;Li-Po 3000 mAh, non-removable;Black, Red, Gold, Blue;LND-AL30, LND-AL40, AUM-L41, LND-L29, LDN-AL20;About 200 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_9_lite-8962.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-9-lite.jpg;Honor 9 Lite;Released 2017, December;149g, 7.6mm thickness;Android 8.0, up to Android 9.0, EMUI 9.1;32GB/64GB storage, microSDXC;296;2.9%;7,243,550 hits;"5.65""";1080x2160 pixels;3/4 GB RAM;Kirin 659;3000 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100 - Global;1, 3, 7, 8, 20 - Global;;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2017, December;Available. Released 2017, December;151 x 71.9 x 7.6 mm (5.94 x 2.83 x 0.30 in);149 g (5.26 oz);Glass front, glass back, aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.65 inches, 82.0 cm(~75.5% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~428 ppi density);Android 8.0 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.1;Kirin 659 (16 nm);Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53);Mali-T830 MP2;microSDXC (uses shared SIM slot);32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM;eMMC 5.1;13 MP, PDAF2 MP, (depth);LED flash, HDR, panorama;1080p@30fps;13 MP2 MP, depth sensor;;1080p@30fps;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;Yes (market/region dependent);FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;;Li-Po 3000 mAh, non-removable;Midnight Black, Sapphire Blue, Glacier Gray, Navy, Seagull Gray, Magic Nightfall, Pearl White;LLD-AL00, LLD-AL10, LLD-TL10, LLD-L31, LLD-L21, LLD-L11;About 190 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_view_10-8938.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-view-10.jpg;Honor View 10;Released 2018, January;172g, 7mm thickness;Android 8.0, up to Android 9.0, EMUI 9.1;64GB/128GB storage, microSDXC;383;0.5%;3,294,695 hits;"5.99""";1080x2160 pixels;4/6 GB RAM;Kirin 970;3750 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 38, 40, 41;;HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat18 1200/150 Mbps;2017, December;Available. Released 2018, January;157 x 75 x 7 mm (6.18 x 2.95 x 0.28 in);172 g (6.07 oz);Glass front (Aluminosilicate glass), aluminum back, plastic frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.99 inches, 92.6 cm(~78.6% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~403 ppi density);Android 8.0 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.1;Kirin 970 (10 nm);Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53);Mali-G72 MP12;microSDXC (uses shared SIM slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM;UFS 2.1;"16 MP, f/1.8, PDAF20 MP B/W, 27mm (wide), 1/2.7""";Panorama, HDR, LED flash;4K@30fps, 1080p@30fps;13 MP, f/2.0;;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, aptX HD, LE;GPS, GLONASS, BDS;Yes;No;USB Type-C 2.0, OTG;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;;Li-Po 3750 mAh, non-removable;Navy Blue, Midnight Black, Beach Gold, Aurora Blue, Charm Red;BKL-AL20, BKL-L04, BKL-L09, BKL-AL00;About 320 EUR;;AnTuTu: 212708 (v7)GeekBench: 6738 (v4.4)GFXBench: 20fps (ES 3.1 onscreen);;;;;;;Up to 528 h (3G);Up to 23 h (3G)
https://www.gsmarena.com/honor_7x-8880.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-7x.jpg;Honor 7X;Released 2017, December;165g, 7.6mm thickness;Android 7.0, up to Android 8.0, EMUI 5.1;32GB/64GB/128GB storage, microSDXC;326;2.2%;7,345,972 hits;"5.93""";1080x2160 pixels;3/4 GB RAM;Kirin 659;3340 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 40;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, December;Available. Released 2017, December;156.5 x 75.3 x 7.6 mm (6.16 x 2.96 x 0.30 in);165 g (5.82 oz);Glass front, aluminum back, aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.93 inches, 90.7 cm(~77.0% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~407 ppi density);Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo), EMUI 5.1;Kirin 659 (16 nm);Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53);Mali-T830 MP2;microSDXC (uses shared SIM slot);32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM;eMMC 5.1;"16 MP, f/2.2, 26mm (wide), 1/2.9"", 1.25µm, PDAF2 MP, (depth)";LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.0, 27mm (wide);;1080p@30fps;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP, EDR, LE;GPS, GLONASS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;;Li-Ion 3340 mAh, non-removable;Black, Blue, Gold, Red, Gray;BND-AL10, BND-TL10, BND-L21, BND-L22, BND-L24, BND-L31, BND-L2, BND-L34, BND-AL00;About 180 EUR;;AnTuTu: 67636 (v7)GeekBench: 3535 (v4.4)GFXBench: 2.8fps (ES 3.1 onscreen);;;;;;;Up to 647 h (3G);Up to 21 h (3G)
https://www.gsmarena.com/honor_6c_pro-8856.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-v9-play.jpg;Honor 6C Pro;Released 2017, November;145g, 7.7mm thickness;Android 7.0, EMUI 5.1;32GB storage, microSDXC;30;0.3%;614,819 hits;"5.2""";720x1280 pixels;3 GB RAM;MT6750;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 5, 7, 8, 20, 40;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, October;Available. Released 2017, November;147.9 x 73.2 x 7.7 mm (5.82 x 2.88 x 0.30 in);145 g (5.11 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);;S-IPS LCD;5.2 inches, 74.5 cm(~68.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);Android 7.0 (Nougat), EMUI 5.1;Mediatek MT6750 (28 nm);Octa-core (4x 1.5GHz Cortex-A53 & 4x 1.0GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);32GB 3GB RAM;eMMC 5.1;13 MP, f/2.2, PDAF;LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.2;;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;v4.1, A2DP, LE;GPS, GLONASS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;;Li-Ion 3000 mAh, non-removable;Black, Blue, Gold;JMM-AL00, JMM-AL10, JMM-TL00, JMM-TL10, JMM-L22;About 170 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_9-8704.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-9-1.jpg;Honor 9;Released 2017, July;155g, 7.5mm thickness;Android 7.0, up to Android 9.0, EMUI 9.1;64GB/128GB storage, microSDXC;377;0.8%;4,728,537 hits;"5.15""";1080x1920 pixels;4/6 GB RAM;Kirin 960;3200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 38, 40, 41;;HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps;2017, June;Available. Released 2017, July;147.3 x 70.9 x 7.5 mm (5.80 x 2.79 x 0.30 in);155 g (5.47 oz);Glass front (Gorilla Glass 3), glass back, aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.15 inches, 73.1 cm(~70.0% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~428 ppi density);Android 7.0 (Nougat), upgradable to Android 9.0 (Pie), EMUI 9.1;Kirin 960 (16 nm);Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53);Mali-G71 MP8;microSDXC (uses shared SIM slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;;"12 MP, f/2.2, 27mm (wide), PDAF, 2x lossless zoom20 MP B/W, f/2.2, 27mm (wide), 1/2.7""";Dual-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30fps (gyro-EIS), 1080p@60fps;8 MP, f/2.0;;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;Yes;No;USB Type-C, OTG;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;;Li-Po 3200 mAh, non-removable;Glacier Grey, Sapphire Blue, Midnight Black, Gold, Blue Bird, Robin Egg Blue;STF-AL00, STF-AL10, STF-AL10, STF-TL10, STF-L09, STF-L09S;About 220 EUR;Corning Gorilla Glass 3;AnTuTu: 156984 (v7)GeekBench: 6457 (v4.4)GFXBench: 14fps (ES 3.1 onscreen);;;;;;;;
